ID,Nombre,Tipo,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,Altura,Peso,Experiencia Base,URL imagen
671,florges,['fairy'],78,65,68,112,154,75,11,100,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
672,skiddo,['grass'],66,65,48,62,57,52,9,310,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
673,gogoat,['grass'],123,100,62,97,81,68,17,910,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
674,pancham,['fighting'],67,82,62,46,48,43,6,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
675,pangoro,"['fighting', 'dark']",95,124,78,69,71,58,21,1360,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
676,furfrou,['normal'],75,80,60,65,90,102,12,280,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
677,espurr,['psychic'],62,48,54,63,60,68,3,35,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
678,meowstic-male,['psychic'],74,48,76,83,81,104,6,85,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
679,honedge,"['steel', 'ghost']",45,80,100,35,37,28,8,20,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
680,doublade,"['steel', 'ghost']",59,110,150,45,49,35,8,45,157,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
681,aegislash-shield,"['steel', 'ghost']",60,50,140,50,140,60,17,530,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
682,spritzee,['fairy'],78,52,60,63,65,23,2,5,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
683,aromatisse,['fairy'],101,72,72,99,89,29,8,155,162,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
684,swirlix,['fairy'],62,48,66,59,57,49,4,35,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
685,slurpuff,['fairy'],82,80,86,85,75,72,8,50,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
686,inkay,"['dark', 'psychic']",53,54,53,37,46,45,4,35,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
687,malamar,"['dark', 'psychic']",86,92,88,68,75,73,15,470,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
688,binacle,"['rock', 'water']",42,52,67,39,56,50,5,310,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
689,barbaracle,"['rock', 'water']",72,105,115,54,86,68,13,960,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
690,skrelp,"['poison', 'water']",50,60,60,60,60,30,5,73,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
691,dragalge,"['poison', 'dragon']",65,75,90,97,123,44,18,815,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
692,clauncher,['water'],50,53,62,58,63,44,5,83,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
693,clawitzer,['water'],71,73,88,120,89,59,13,353,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
694,helioptile,"['electric', 'normal']",44,38,33,61,43,70,5,60,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
695,heliolisk,"['electric', 'normal']",62,55,52,109,94,109,10,210,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
696,tyrunt,"['rock', 'dragon']",58,89,77,45,45,48,8,260,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
697,tyrantrum,"['rock', 'dragon']",82,121,119,69,59,71,25,2700,182,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
698,amaura,"['rock', 'ice']",77,59,50,67,63,46,13,252,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
699,aurorus,"['rock', 'ice']",123,77,72,99,92,58,27,2250,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
700,sylveon,['fairy'],95,65,65,110,130,60,10,235,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
701,hawlucha,"['fighting', 'flying']",78,92,75,74,63,118,8,215,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
702,dedenne,"['electric', 'fairy']",67,58,57,81,67,101,2,22,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
703,carbink,"['rock', 'fairy']",50,50,150,50,150,50,3,57,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
704,goomy,['dragon'],45,50,35,55,75,40,3,28,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
705,sliggoo,['dragon'],68,75,53,83,113,60,8,175,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
706,goodra,['dragon'],90,100,70,110,150,80,20,1505,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
707,klefki,"['steel', 'fairy']",57,80,91,80,87,75,2,30,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
708,phantump,"['ghost', 'grass']",43,70,48,50,60,38,4,70,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
709,trevenant,"['ghost', 'grass']",85,110,76,65,82,56,15,710,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
710,pumpkaboo-average,"['ghost', 'grass']",49,66,70,44,55,51,4,50,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
711,gourgeist-average,"['ghost', 'grass']",65,90,122,58,75,84,9,125,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
712,bergmite,['ice'],55,69,85,32,35,28,10,995,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
713,avalugg,['ice'],95,117,184,44,46,28,20,5050,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
714,noibat,"['flying', 'dragon']",40,30,35,45,40,55,5,80,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,noivern,"['flying', 'dragon']",85,70,80,97,80,123,15,850,187,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,xerneas,['fairy'],126,131,95,131,98,99,30,2150,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,yveltal,"['dark', 'flying']",126,131,95,131,98,99,58,2030,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,zygarde-50,"['dragon', 'ground']",108,100,121,81,95,95,50,3050,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
719,diancie,"['rock', 'fairy']",50,100,150,100,150,50,7,88,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
720,hoopa,"['psychic', 'ghost']",80,110,60,150,130,70,5,90,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
721,volcanion,"['fire', 'water']",80,110,120,130,90,70,17,1950,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,rowlet,"['grass', 'flying']",68,55,55,50,50,42,3,15,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,dartrix,"['grass', 'flying']",78,75,75,70,70,52,7,160,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,decidueye,"['grass', 'ghost']",78,107,75,100,100,70,16,366,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
725,litten,['fire'],45,65,40,60,40,70,4,43,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,torracat,['fire'],65,85,50,80,50,90,7,250,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,incineroar,"['fire', 'dark']",95,115,90,80,90,60,18,830,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,popplio,['water'],50,54,54,66,56,40,4,75,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,brionne,['water'],60,69,69,91,81,50,6,175,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,primarina,"['water', 'fairy']",80,74,74,126,116,60,18,440,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,pikipek,"['normal', 'flying']",35,75,30,30,30,65,3,12,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,trumbeak,"['normal', 'flying']",55,85,50,40,50,75,6,148,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,toucannon,"['normal', 'flying']",80,120,75,75,75,60,11,260,218,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,yungoos,['normal'],48,70,30,30,30,45,4,60,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,gumshoos,['normal'],88,110,60,55,60,45,7,142,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,grubbin,['bug'],47,62,45,55,45,46,4,44,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,charjabug,"['bug', 'electric']",57,82,95,55,75,36,5,105,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,vikavolt,"['bug', 'electric']",77,70,90,145,75,43,15,450,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,crabrawler,['fighting'],47,82,57,42,47,63,6,70,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,crabominable,"['fighting', 'ice']",97,132,77,62,67,43,17,1800,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
741,oricorio-baile,"['fire', 'flying']",75,70,70,98,70,93,6,34,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
742,cutiefly,"['bug', 'fairy']",40,45,40,55,40,84,1,2,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,ribombee,"['bug', 'fairy']",60,55,60,95,70,124,2,5,162,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,rockruff,['rock'],45,65,40,30,40,60,5,92,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
745,lycanroc-midday,['rock'],75,115,65,55,65,112,8,250,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
746,wishiwashi-solo,['water'],45,20,20,25,25,40,2,3,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
747,mareanie,"['poison', 'water']",50,53,62,43,52,45,4,80,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,toxapex,"['poison', 'water']",50,63,152,53,142,35,7,145,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,mudbray,['ground'],70,100,70,45,55,45,10,1100,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,mudsdale,['ground'],100,125,100,55,85,35,25,9200,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,dewpider,"['water', 'bug']",38,40,52,40,72,27,3,40,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,araquanid,"['water', 'bug']",68,70,92,50,132,42,18,820,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,fomantis,['grass'],40,55,35,50,35,35,3,15,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,lurantis,['grass'],70,105,90,80,90,45,9,185,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,morelull,"['grass', 'fairy']",40,35,55,65,75,15,2,15,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,shiinotic,"['grass', 'fairy']",60,45,80,90,100,30,10,115,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,salandit,"['poison', 'fire']",48,44,40,71,40,77,6,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,salazzle,"['poison', 'fire']",68,64,60,111,60,117,12,222,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,stufful,"['normal', 'fighting']",70,75,50,45,50,50,5,68,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,bewear,"['normal', 'fighting']",120,125,80,55,60,60,21,1350,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,bounsweet,['grass'],42,30,38,30,38,32,3,32,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,steenee,['grass'],52,40,48,40,48,62,7,82,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,tsareena,['grass'],72,120,98,50,98,72,12,214,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,comfey,['fairy'],51,52,90,82,110,100,1,3,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,oranguru,"['normal', 'psychic']",90,60,80,90,110,60,15,760,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,passimian,['fighting'],100,120,90,40,60,80,20,828,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,wimpod,"['bug', 'water']",25,35,40,20,30,80,5,120,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,golisopod,"['bug', 'water']",75,125,140,60,90,40,20,1080,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
769,sandygast,"['ghost', 'ground']",55,55,80,70,45,15,5,700,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,palossand,"['ghost', 'ground']",85,75,110,100,75,35,13,2500,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,pyukumuku,['water'],55,60,130,30,130,5,3,12,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,type-null,['normal'],95,95,95,95,95,59,19,1205,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,silvally,['normal'],95,95,95,95,95,95,23,1005,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,minior-red-meteor,"['rock', 'flying']",60,60,100,60,100,60,3,400,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
775,komala,['normal'],65,115,65,75,95,65,4,199,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
776,turtonator,"['fire', 'dragon']",60,78,135,91,85,36,20,2120,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
777,togedemaru,"['electric', 'steel']",65,98,63,40,73,96,3,33,152,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
778,mimikyu-disguised,"['ghost', 'fairy']",55,90,80,50,105,96,2,7,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
779,bruxish,"['water', 'psychic']",68,105,70,70,70,92,9,190,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,drampa,"['normal', 'dragon']",78,60,85,135,91,36,30,1850,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
781,dhelmise,"['ghost', 'grass']",70,131,100,86,90,40,39,2100,181,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,jangmo-o,['dragon'],45,55,65,45,45,45,6,297,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,hakamo-o,"['dragon', 'fighting']",55,75,90,65,70,65,12,470,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,kommo-o,"['dragon', 'fighting']",75,110,125,100,105,85,16,782,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,tapu-koko,"['electric', 'fairy']",70,115,85,95,75,130,18,205,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,tapu-lele,"['psychic', 'fairy']",70,85,75,130,115,95,12,186,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,tapu-bulu,"['grass', 'fairy']",70,130,115,85,95,75,19,455,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
788,tapu-fini,"['water', 'fairy']",70,75,115,95,130,85,13,212,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,cosmog,['psychic'],43,29,31,29,31,37,2,1,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,cosmoem,['psychic'],43,29,131,29,131,37,1,9999,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,solgaleo,"['psychic', 'steel']",137,137,107,113,89,97,34,2300,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,lunala,"['psychic', 'ghost']",137,113,89,137,107,97,40,1200,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,nihilego,"['rock', 'poison']",109,53,47,127,131,103,12,555,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,buzzwole,"['bug', 'fighting']",107,139,139,53,53,79,24,3336,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,pheromosa,"['bug', 'fighting']",71,137,37,137,37,151,18,250,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,xurkitree,['electric'],83,89,71,173,71,83,38,1000,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,celesteela,"['steel', 'flying']",97,101,103,107,101,61,92,9999,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,kartana,"['grass', 'steel']",59,181,131,59,31,109,3,1,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,guzzlord,"['dark', 'dragon']",223,101,53,97,53,43,55,8880,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,necrozma,['psychic'],97,107,101,127,89,79,24,2300,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
801,magearna,"['steel', 'fairy']",80,95,115,130,115,65,10,805,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
802,marshadow,"['fighting', 'ghost']",90,125,80,90,90,125,7,222,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
803,poipole,['poison'],67,73,67,73,67,73,6,18,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
804,naganadel,"['poison', 'dragon']",73,73,73,127,73,121,36,1500,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
805,stakataka,"['rock', 'steel']",61,131,211,53,101,13,55,8200,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
806,blacephalon,"['fire', 'ghost']",53,127,53,151,79,107,18,130,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
807,zeraora,['electric'],88,112,75,102,80,143,15,445,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
808,meltan,['steel'],46,65,65,55,35,34,2,80,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
809,melmetal,['steel'],135,143,143,80,65,34,25,8000,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
810,grookey,['grass'],50,65,50,40,40,65,3,50,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
811,thwackey,['grass'],70,85,70,55,60,80,7,140,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
812,rillaboom,['grass'],100,125,90,60,70,85,21,900,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
813,scorbunny,['fire'],50,71,40,40,40,69,3,45,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
814,raboot,['fire'],65,86,60,55,60,94,6,90,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
815,cinderace,['fire'],80,116,75,65,75,119,14,330,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
816,sobble,['water'],50,40,40,70,40,70,3,40,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
817,drizzile,['water'],65,60,55,95,55,90,7,115,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
818,inteleon,['water'],70,85,65,125,65,120,19,452,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
819,skwovet,['normal'],70,55,55,35,35,25,3,25,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
820,greedent,['normal'],120,95,95,55,75,20,6,60,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
821,rookidee,['flying'],38,47,35,33,35,57,2,18,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
822,corvisquire,['flying'],68,67,55,43,55,77,8,160,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
823,corviknight,"['flying', 'steel']",98,87,105,53,85,67,22,750,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
824,blipbug,['bug'],25,20,20,25,45,45,4,80,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
825,dottler,"['bug', 'psychic']",50,35,80,50,90,30,4,195,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
826,orbeetle,"['bug', 'psychic']",60,45,110,80,120,90,4,408,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
827,nickit,['dark'],40,28,28,47,52,50,6,89,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
828,thievul,['dark'],70,58,58,87,92,90,12,199,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
829,gossifleur,['grass'],40,40,60,40,60,10,4,22,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
830,eldegoss,['grass'],60,50,90,80,120,60,5,25,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
831,wooloo,['normal'],42,40,55,40,45,48,6,60,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
832,dubwool,['normal'],72,80,100,60,90,88,13,430,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
833,chewtle,['water'],50,64,50,38,38,44,3,85,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
834,drednaw,"['water', 'rock']",90,115,90,48,68,74,10,1155,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
835,yamper,['electric'],59,45,50,40,50,26,3,135,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
836,boltund,['electric'],69,90,60,90,60,121,10,340,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
837,rolycoly,['rock'],30,40,50,40,50,30,3,120,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
838,carkol,"['rock', 'fire']",80,60,90,60,70,50,11,780,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
839,coalossal,"['rock', 'fire']",110,80,120,80,90,30,28,3105,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
840,applin,"['grass', 'dragon']",40,40,80,40,40,20,2,5,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
841,flapple,"['grass', 'dragon']",70,110,80,95,60,70,3,10,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
842,appletun,"['grass', 'dragon']",110,85,80,100,80,30,4,130,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
843,silicobra,['ground'],52,57,75,35,50,46,22,76,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
844,sandaconda,['ground'],72,107,125,65,70,71,38,655,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
845,cramorant,"['flying', 'water']",70,85,55,85,95,85,8,180,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
846,arrokuda,['water'],41,63,40,40,30,66,5,10,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
847,barraskewda,['water'],61,123,60,60,50,136,13,300,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
848,toxel,"['electric', 'poison']",40,38,35,54,35,40,4,110,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
849,toxtricity-amped,"['electric', 'poison']",75,98,70,114,70,75,16,400,176,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
850,sizzlipede,"['fire', 'bug']",50,65,45,50,50,45,7,10,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
851,centiskorch,"['fire', 'bug']",100,115,65,90,90,65,30,1200,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
852,clobbopus,['fighting'],50,68,60,50,50,32,6,40,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
853,grapploct,['fighting'],80,118,90,70,80,42,16,390,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
854,sinistea,['ghost'],40,45,45,74,54,50,1,2,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
855,polteageist,['ghost'],60,65,65,134,114,70,2,4,178,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
856,hatenna,['psychic'],42,30,45,56,53,39,4,34,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
857,hattrem,['psychic'],57,40,65,86,73,49,6,48,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
858,hatterene,"['psychic', 'fairy']",57,90,95,136,103,29,21,51,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
