ID,Nombre,Tipo,Ataque,Ataque Especial,Defensa,Velocidad,Altura,Peso,Defensa Especial,Habilidades,Experiencia Base,Movimientos,URL imagen,Estadísticas Base
735,gumshoos,['normal'],110,55,60,45,7,142,60,"stakeout, strong-jaw, adaptability",146,"fire-punch, ice-punch, thunder-punch, sand-attack, tackle, body-slam, take-down, thrash, double-edge, leer, bite, roar, hyper-beam, earthquake, dig, toxic, double-team, bide, rest, hyper-fang, super-fang, substitute, thief, snore, curse, reversal, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, uproar, torment, facade, focus-punch, taunt, helping-hand, yawn, knock-off, endeavor, odor-sleuth, rock-tomb, block, mud-shot, shock-wave, u-turn, payback, fling, last-resort, seed-bomb, giga-impact, thunder-fang, ice-fang, fire-fang, zen-headbutt, iron-head, low-sweep, round, echoed-voice, bulldoze, work-up, wild-charge, dual-chop, confide, psychic-fangs, stomping-tantrum, tera-blast, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,"{'hp': 88, 'attack': 110, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 45}"
736,grubbin,['bug'],62,55,45,46,4,44,45,swarm,60,"vice-grip, take-down, bite, string-shot, thunderbolt, thunder-wave, dig, toxic, screech, double-team, harden, light-screen, rest, substitute, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, mud-shot, shock-wave, magnet-rise, poison-jab, x-scissor, discharge, bug-bite, charge-beam, round, acrobatics, volt-switch, struggle-bug, electroweb, wild-charge, sticky-web, confide, electric-terrain, lunge, rising-voltage, skitter-smack, tera-blast, pounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,"{'hp': 47, 'attack': 62, 'defense': 45, 'special-attack': 55, 'special-defense': 45, 'speed': 46}"
737,charjabug,"['bug', 'electric']",82,55,95,36,5,105,75,battery,140,"vice-grip, take-down, bite, string-shot, thunderbolt, thunder-wave, thunder, dig, toxic, screech, double-team, harden, light-screen, rest, substitute, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, iron-defense, mud-shot, shock-wave, magnet-rise, poison-jab, x-scissor, discharge, bug-bite, charge-beam, electro-ball, round, acrobatics, volt-switch, struggle-bug, electroweb, wild-charge, sticky-web, confide, eerie-impulse, electric-terrain, lunge, rising-voltage, skitter-smack, tera-blast, pounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,"{'hp': 57, 'attack': 82, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 36}"
738,vikavolt,"['bug', 'electric']",70,145,90,43,15,450,75,levitate,250,"vice-grip, guillotine, fly, take-down, bite, hyper-beam, solar-beam, string-shot, thunderbolt, thunder-wave, thunder, dig, toxic, agility, screech, double-team, harden, light-screen, swift, rest, substitute, snore, protect, mud-slap, zap-cannon, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, crunch, facade, charge, signal-beam, iron-defense, mud-shot, shock-wave, roost, magnet-rise, poison-jab, air-slash, x-scissor, bug-buzz, energy-ball, giga-impact, flash-cannon, discharge, bug-bite, charge-beam, electro-ball, round, sky-drop, acrobatics, volt-switch, struggle-bug, bulldoze, electroweb, wild-charge, sticky-web, confide, eerie-impulse, electric-terrain, laser-focus, lunge, rising-voltage, skitter-smack, dual-wingbeat, tera-blast, pounce, supercell-slam",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,"{'hp': 77, 'attack': 70, 'defense': 90, 'special-attack': 145, 'special-defense': 75, 'speed': 43}"
739,crabrawler,['fighting'],82,42,57,63,6,70,47,"hyper-cutter, iron-fist, anger-point",68,"ice-punch, thunder-punch, slam, body-slam, take-down, leer, bubble-beam, earthquake, dig, toxic, double-team, swift, amnesia, bubble, dizzy-punch, crabhammer, rest, rock-slide, substitute, thief, snore, reversal, protect, mud-slap, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, superpower, brick-break, knock-off, endeavor, rock-tomb, iron-defense, bulk-up, mud-shot, close-combat, payback, fling, drain-punch, focus-blast, zen-headbutt, gunk-shot, iron-head, stone-edge, wide-guard, round, scald, bulldoze, frost-breath, work-up, dual-chop, confide, power-up-punch, brutal-swing, stomping-tantrum, liquidation, coaching, tera-blast, chilling-water, upper-hand",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,"{'hp': 47, 'attack': 82, 'defense': 57, 'special-attack': 42, 'special-defense': 47, 'speed': 63}"
740,crabominable,"['fighting', 'ice']",132,62,77,43,17,1800,67,"hyper-cutter, iron-fist, anger-point",167,"ice-punch, thunder-punch, slam, body-slam, take-down, leer, ice-beam, blizzard, bubble-beam, hyper-beam, earthquake, dig, toxic, double-team, swift, amnesia, bubble, dizzy-punch, rest, rock-slide, substitute, thief, snore, reversal, protect, scary-face, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, hail, facade, focus-punch, helping-hand, superpower, brick-break, knock-off, endeavor, rock-tomb, iron-defense, block, bulk-up, mud-shot, close-combat, payback, fling, drain-punch, focus-blast, giga-impact, avalanche, zen-headbutt, gunk-shot, iron-head, stone-edge, round, scald, bulldoze, frost-breath, work-up, dual-chop, confide, power-up-punch, ice-hammer, brutal-swing, stomping-tantrum, liquidation, body-press, coaching, tera-blast, ice-spinner, snowscape, chilling-water, hard-press, upper-hand",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,"{'hp': 97, 'attack': 132, 'defense': 77, 'special-attack': 62, 'special-defense': 67, 'speed': 43}"
741,oricorio-baile,"['fire', 'flying']",70,98,70,93,6,34,70,dancer,167,"pound, double-slap, swords-dance, fly, take-down, growl, peck, toxic, agility, double-team, mirror-move, swift, sky-attack, rest, substitute, snore, reversal, protect, icy-wind, sandstorm, endure, charm, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, flatter, facade, taunt, helping-hand, role-play, feather-dance, teeter-dance, air-cutter, aerial-ace, covet, calm-mind, roost, pluck, tailwind, u-turn, embargo, air-slash, defog, captivate, quiver-dance, round, quash, acrobatics, work-up, hurricane, confide, revelation-dance, dual-wingbeat, tera-blast, trailblaze, alluring-voice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,"{'hp': 75, 'attack': 70, 'defense': 70, 'special-attack': 98, 'special-defense': 70, 'speed': 93}"
742,cutiefly,"['bug', 'fairy']",45,55,40,84,1,2,40,"honey-gather, shield-dust, sweet-veil",61,"absorb, stun-spore, toxic, psychic, double-team, light-screen, reflect, swift, dream-eater, leech-life, rest, substitute, thief, snore, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, sweet-scent, hidden-power, sunny-day, psych-up, facade, helping-hand, trick, skill-swap, imprison, aromatherapy, fake-tears, silver-wind, signal-beam, aerial-ace, covet, magical-leaf, calm-mind, roost, tailwind, u-turn, last-resort, bug-buzz, energy-ball, switcheroo, defog, grass-knot, bug-bite, wonder-room, telekinesis, magic-room, quiver-dance, after-you, round, ally-switch, acrobatics, bestow, struggle-bug, sticky-web, draining-kiss, play-rough, fairy-wind, moonblast, confide, aromatic-mist, powder, dazzling-gleam, infestation, pollen-puff, speed-swap, skitter-smack, dual-wingbeat, tera-blast, pounce, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,"{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 55, 'special-defense': 40, 'speed': 84}"
743,ribombee,"['bug', 'fairy']",55,95,60,124,2,5,70,"honey-gather, shield-dust, sweet-veil",162,"take-down, hyper-beam, absorb, solar-beam, stun-spore, toxic, psychic, agility, double-team, light-screen, reflect, swift, dream-eater, leech-life, rest, substitute, thief, snore, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, sweet-scent, hidden-power, sunny-day, psych-up, facade, nature-power, helping-hand, trick, skill-swap, imprison, aromatherapy, fake-tears, silver-wind, signal-beam, aerial-ace, covet, magical-leaf, calm-mind, roost, tailwind, u-turn, last-resort, bug-buzz, energy-ball, switcheroo, giga-impact, defog, grass-knot, bug-bite, wonder-room, telekinesis, magic-room, quiver-dance, after-you, round, stored-power, ally-switch, acrobatics, struggle-bug, sticky-web, draining-kiss, play-rough, fairy-wind, moonblast, confide, aromatic-mist, dazzling-gleam, infestation, pollen-puff, lunge, speed-swap, skitter-smack, dual-wingbeat, tera-blast, pounce, trailblaze, alluring-voice, psychic-noise",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,"{'hp': 60, 'attack': 55, 'defense': 60, 'special-attack': 95, 'special-defense': 70, 'speed': 124}"
744,rockruff,['rock'],65,30,40,60,5,92,40,"keen-eye, vital-spirit, steadfast",56,"swords-dance, sand-attack, tackle, body-slam, take-down, thrash, double-edge, leer, bite, roar, rock-throw, dig, toxic, double-team, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, facade, taunt, helping-hand, endeavor, hyper-voice, crush-claw, odor-sleuth, rock-tomb, iron-defense, howl, covet, last-resort, sucker-punch, rock-polish, earth-power, thunder-fang, fire-fang, zen-headbutt, rock-climb, iron-head, stone-edge, stealth-rock, round, echoed-voice, bulldoze, snarl, play-rough, confide, psychic-fangs, stomping-tantrum, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,"{'hp': 45, 'attack': 65, 'defense': 40, 'special-attack': 30, 'special-defense': 40, 'speed': 60}"
745,lycanroc-midday,['rock'],115,55,65,112,8,250,65,"keen-eye, sand-rush, steadfast",170,"swords-dance, sand-attack, tackle, body-slam, take-down, double-edge, leer, bite, roar, rock-throw, dig, toxic, agility, quick-attack, double-team, swift, rest, rock-slide, substitute, snore, protect, scary-face, mud-slap, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, facade, taunt, helping-hand, brick-break, endeavor, hyper-voice, odor-sleuth, rock-tomb, iron-defense, howl, bulk-up, covet, rock-blast, close-combat, assurance, last-resort, sucker-punch, rock-polish, earth-power, giga-impact, thunder-fang, fire-fang, zen-headbutt, rock-climb, iron-head, stone-edge, stealth-rock, round, echoed-voice, quick-guard, bulldoze, drill-run, tail-slap, snarl, play-rough, confide, psychic-fangs, stomping-tantrum, accelerock, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,"{'hp': 75, 'attack': 115, 'defense': 65, 'special-attack': 55, 'special-defense': 65, 'speed': 112}"
746,wishiwashi-solo,['water'],20,25,20,40,2,3,25,schooling,61,"take-down, double-edge, growl, mist, water-gun, hydro-pump, surf, ice-beam, earthquake, toxic, double-team, waterfall, rest, substitute, snore, protect, feint-attack, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, whirlpool, beat-up, uproar, hail, facade, helping-hand, endeavor, dive, muddy-water, mud-shot, covet, water-sport, water-pulse, brine, u-turn, aqua-ring, aqua-tail, soak, round, scald, bulldoze, confide, liquidation, tearful-look, scale-shot, flip-turn",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,"{'hp': 45, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 25, 'speed': 40}"
747,mareanie,"['poison', 'water']",53,43,62,45,4,80,52,"merciless, limber, regenerator",61,"poison-sting, pin-missile, bite, hydro-pump, surf, ice-beam, blizzard, peck, toxic, double-team, recover, haze, spike-cannon, rest, substitute, snore, spite, protect, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, hidden-power, rain-dance, stockpile, spit-up, swallow, hail, facade, magic-coat, knock-off, snatch, muddy-water, iron-defense, mud-shot, covet, water-pulse, brine, payback, gastro-acid, toxic-spikes, poison-jab, gunk-shot, wide-guard, venoshock, sludge-wave, acid-spray, after-you, round, scald, frost-breath, confide, venom-drench, infestation, lunge, liquidation, tera-blast, ice-spinner, pounce, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,"{'hp': 50, 'attack': 53, 'defense': 62, 'special-attack': 43, 'special-defense': 52, 'speed': 45}"
748,toxapex,"['poison', 'water']",63,53,152,35,7,145,142,"merciless, limber, regenerator",173,"body-slam, poison-sting, pin-missile, bite, hydro-pump, surf, ice-beam, blizzard, hyper-beam, peck, toxic, double-team, recover, light-screen, haze, spike-cannon, rest, substitute, snore, spite, protect, scary-face, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, hidden-power, rain-dance, hail, facade, magic-coat, knock-off, snatch, muddy-water, iron-defense, block, mud-shot, covet, water-pulse, brine, payback, gastro-acid, toxic-spikes, poison-jab, giga-impact, cross-poison, gunk-shot, wide-guard, venoshock, smack-down, sludge-wave, acid-spray, after-you, round, scald, hex, frost-breath, confide, venom-drench, infestation, baneful-bunker, lunge, liquidation, tera-blast, ice-spinner, pounce, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,"{'hp': 50, 'attack': 63, 'defense': 152, 'special-attack': 53, 'special-defense': 142, 'speed': 35}"
749,mudbray,['ground'],100,45,70,45,10,1100,55,"own-tempo, stamina, inner-focus",77,"stomp, double-kick, mega-kick, body-slam, take-down, double-edge, roar, low-kick, counter, strength, earthquake, fissure, toxic, double-team, bide, rest, rock-slide, substitute, snore, curse, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, sunny-day, rock-smash, facade, superpower, endeavor, mud-sport, rock-tomb, sand-tomb, iron-defense, close-combat, payback, earth-power, mud-bomb, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, low-sweep, round, bulldoze, rototiller, confide, high-horsepower, stomping-tantrum, tera-blast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,"{'hp': 70, 'attack': 100, 'defense': 70, 'special-attack': 45, 'special-defense': 55, 'speed': 45}"
750,mudsdale,['ground'],125,55,100,35,25,9200,85,"own-tempo, stamina, inner-focus",175,"stomp, double-kick, mega-kick, body-slam, take-down, double-edge, roar, hyper-beam, low-kick, counter, strength, earthquake, toxic, double-team, bide, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, sunny-day, rock-smash, facade, superpower, revenge, endeavor, mud-sport, rock-tomb, sand-tomb, iron-defense, mud-shot, close-combat, payback, focus-blast, earth-power, giga-impact, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, low-sweep, round, bulldoze, rototiller, confide, high-horsepower, stomping-tantrum, body-press, lash-out, tera-blast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,"{'hp': 100, 'attack': 125, 'defense': 100, 'special-attack': 55, 'special-defense': 85, 'speed': 35}"
751,dewpider,"['water', 'bug']",40,40,52,27,3,40,72,"water-bubble, water-absorb",54,"headbutt, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, toxic, double-team, waterfall, leech-life, bubble, rest, substitute, spider-web, snore, protect, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, mirror-coat, stockpile, spit-up, facade, magic-coat, endeavor, signal-beam, iron-defense, water-sport, water-pulse, aqua-ring, poison-jab, x-scissor, bug-buzz, bug-bite, power-split, wonder-room, magic-room, soak, entrainment, round, scald, frost-breath, sticky-web, confide, infestation, lunge, liquidation, skitter-smack, tera-blast, pounce, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,"{'hp': 38, 'attack': 40, 'defense': 52, 'special-attack': 40, 'special-defense': 72, 'speed': 27}"
752,araquanid,"['water', 'bug']",70,50,92,42,18,820,132,"water-bubble, water-absorb",159,"headbutt, body-slam, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, toxic, double-team, reflect, waterfall, leech-life, bubble, rest, substitute, spider-web, snore, protect, scary-face, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, hidden-power, rain-dance, crunch, mirror-coat, stockpile, spit-up, facade, magic-coat, endeavor, dive, signal-beam, iron-defense, water-pulse, aqua-ring, poison-jab, x-scissor, bug-buzz, giga-impact, bug-bite, wide-guard, power-split, wonder-room, magic-room, soak, entrainment, round, scald, frost-breath, sticky-web, confide, infestation, laser-focus, lunge, liquidation, skitter-smack, tera-blast, pounce, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,"{'hp': 68, 'attack': 70, 'defense': 92, 'special-attack': 50, 'special-defense': 132, 'speed': 42}"
753,fomantis,['grass'],55,50,35,35,3,15,35,"leaf-guard, contrary",50,"swords-dance, take-down, growth, razor-leaf, solar-beam, toxic, double-team, leech-life, rest, slash, substitute, snore, protect, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, weather-ball, aromatherapy, signal-beam, bullet-seed, magical-leaf, leaf-blade, payback, fling, worry-seed, poison-jab, seed-bomb, x-scissor, energy-ball, defog, leaf-storm, grass-knot, bug-bite, round, dual-chop, petal-blizzard, grassy-terrain, confide, leafage, grassy-glide, skitter-smack, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,"{'hp': 40, 'attack': 55, 'defense': 35, 'special-attack': 50, 'special-defense': 35, 'speed': 35}"
754,lurantis,['grass'],105,80,90,45,9,185,90,"leaf-guard, contrary",168,"swords-dance, take-down, hyper-beam, growth, razor-leaf, solar-beam, toxic, double-team, leech-life, rest, slash, substitute, snore, protect, scary-face, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, ingrain, superpower, brick-break, knock-off, weather-ball, signal-beam, bullet-seed, aerial-ace, magical-leaf, leaf-blade, payback, fling, worry-seed, poison-jab, night-slash, seed-bomb, x-scissor, energy-ball, giga-impact, psycho-cut, defog, leaf-storm, cross-poison, grass-knot, bug-bite, low-sweep, round, dual-chop, petal-blizzard, grassy-terrain, confide, solar-blade, leafage, laser-focus, pollen-puff, grassy-glide, skitter-smack, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,"{'hp': 70, 'attack': 105, 'defense': 90, 'special-attack': 80, 'special-defense': 90, 'speed': 45}"
755,morelull,"['grass', 'fairy']",35,65,55,15,2,15,75,"illuminate, effect-spore, rain-dish",57,"absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, thunder-wave, toxic, double-team, confuse-ray, light-screen, amnesia, dream-eater, spore, flash, rest, substitute, snore, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, ingrain, magic-coat, recycle, astonish, signal-beam, worry-seed, seed-bomb, energy-ball, grass-knot, wonder-room, magic-room, after-you, round, draining-kiss, moonblast, confide, dazzling-gleam, strength-sap, spotlight, pollen-puff",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,"{'hp': 40, 'attack': 35, 'defense': 55, 'special-attack': 65, 'special-defense': 75, 'speed': 15}"
756,shiinotic,"['grass', 'fairy']",45,90,80,30,10,115,100,"illuminate, effect-spore, rain-dish",142,"hyper-beam, absorb, mega-drain, solar-beam, sleep-powder, thunder-wave, toxic, double-team, confuse-ray, light-screen, amnesia, dream-eater, spore, flash, rest, substitute, snore, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, synthesis, moonlight, hidden-power, rain-dance, sunny-day, facade, nature-power, ingrain, magic-coat, recycle, astonish, weather-ball, signal-beam, worry-seed, seed-bomb, drain-punch, energy-ball, giga-impact, grass-knot, charge-beam, wonder-room, magic-room, after-you, round, draining-kiss, moonblast, confide, dazzling-gleam, strength-sap, spotlight, pollen-puff",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,"{'hp': 60, 'attack': 45, 'defense': 80, 'special-attack': 90, 'special-defense': 100, 'speed': 30}"
757,salandit,"['poison', 'fire']",44,71,40,77,6,48,40,"corrosion, oblivious",64,"double-slap, scratch, sand-attack, take-down, ember, flamethrower, dragon-rage, thunder-wave, toxic, agility, double-team, smog, fire-blast, swift, poison-gas, leech-life, rest, substitute, thief, snore, protect, scary-face, sludge-bomb, mud-slap, endure, swagger, attract, sleep-talk, return, frustration, sweet-scent, iron-tail, hidden-power, sunny-day, beat-up, fake-out, heat-wave, torment, will-o-wisp, facade, taunt, helping-hand, knock-off, endeavor, snatch, poison-fang, overheat, dragon-claw, poison-tail, covet, payback, fling, toxic-spikes, flare-blitz, poison-jab, dragon-pulse, nasty-plot, shadow-claw, fire-fang, gunk-shot, venoshock, flame-burst, sludge-wave, flame-charge, acid-spray, foul-play, round, incinerate, belch, confide, venom-drench, scale-shot, skitter-smack, burning-jealousy, tera-blast, trailblaze, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,"{'hp': 48, 'attack': 44, 'defense': 40, 'special-attack': 71, 'special-defense': 40, 'speed': 77}"
758,salazzle,"['poison', 'fire']",64,111,60,117,12,222,60,"corrosion, oblivious",168,"pound, double-slap, scratch, body-slam, take-down, disable, ember, flamethrower, hyper-beam, dragon-rage, thunder-wave, toxic, agility, double-team, smog, fire-blast, swift, poison-gas, leech-life, rest, substitute, thief, snore, protect, scary-face, sludge-bomb, mud-slap, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, iron-tail, hidden-power, sunny-day, beat-up, heat-wave, torment, will-o-wisp, facade, taunt, helping-hand, knock-off, endeavor, snatch, hyper-voice, poison-fang, fake-tears, overheat, dragon-claw, poison-tail, covet, dragon-dance, payback, fling, toxic-spikes, flare-blitz, poison-jab, dragon-pulse, giga-impact, nasty-plot, shadow-claw, fire-fang, cross-poison, gunk-shot, captivate, venoshock, flame-burst, sludge-wave, flame-charge, acid-spray, foul-play, round, incinerate, acrobatics, dragon-tail, confide, venom-drench, laser-focus, fire-lash, breaking-swipe, scale-shot, skitter-smack, burning-jealousy, corrosive-gas, tera-blast, trailblaze, dragon-cheer, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,"{'hp': 68, 'attack': 64, 'defense': 60, 'special-attack': 111, 'special-defense': 60, 'speed': 117}"
759,stufful,"['normal', 'fighting']",75,45,50,50,5,68,50,"fluffy, klutz, cute-charm",68,"mega-punch, ice-punch, thunder-punch, swords-dance, bind, stomp, mega-kick, tackle, take-down, thrash, double-edge, leer, roar, strength, earthquake, toxic, double-team, defense-curl, bide, rest, rock-slide, substitute, snore, flail, protect, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, facade, focus-punch, taunt, role-play, superpower, brick-break, rock-tomb, aerial-ace, bulk-up, hammer-arm, payback, fling, force-palm, focus-blast, zen-headbutt, iron-head, wide-guard, low-sweep, round, bulldoze, work-up, dual-chop, confide, baby-doll-eyes, brutal-swing, stomping-tantrum, coaching",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,"{'hp': 70, 'attack': 75, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 50}"
760,bewear,"['normal', 'fighting']",125,55,80,60,21,1350,60,"fluffy, klutz, unnerve",175,"mega-punch, ice-punch, thunder-punch, swords-dance, bind, mega-kick, tackle, body-slam, take-down, thrash, double-edge, leer, roar, hyper-beam, low-kick, strength, earthquake, toxic, double-team, bide, rest, rock-slide, substitute, snore, flail, reversal, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, facade, focus-punch, taunt, role-play, superpower, revenge, brick-break, rock-tomb, aerial-ace, dragon-claw, bulk-up, hammer-arm, close-combat, payback, fling, drain-punch, focus-blast, giga-impact, shadow-claw, zen-headbutt, iron-head, low-sweep, round, bulldoze, work-up, dual-chop, confide, baby-doll-eyes, darkest-lariat, high-horsepower, brutal-swing, stomping-tantrum, body-press, coaching",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,"{'hp': 120, 'attack': 125, 'defense': 80, 'special-attack': 55, 'special-defense': 60, 'speed': 60}"
761,bounsweet,['grass'],30,30,38,32,3,32,38,"leaf-guard, oblivious, sweet-veil",42,"take-down, razor-leaf, solar-beam, toxic, double-team, light-screen, reflect, swift, splash, rest, substitute, snore, flail, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, endeavor, teeter-dance, aromatherapy, grass-whistle, bullet-seed, bounce, covet, magical-leaf, feint, acupressure, worry-seed, seed-bomb, energy-ball, zen-headbutt, leaf-storm, grass-knot, round, draining-kiss, grassy-terrain, play-rough, play-nice, confide, aromatic-mist, dazzling-gleam, grassy-glide, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,"{'hp': 42, 'attack': 30, 'defense': 38, 'special-attack': 30, 'special-defense': 38, 'speed': 32}"
762,steenee,['grass'],40,40,48,62,7,82,48,"leaf-guard, oblivious, sweet-veil",102,"double-slap, stomp, take-down, razor-leaf, solar-beam, toxic, double-team, light-screen, reflect, swift, splash, rest, substitute, snore, flail, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, knock-off, endeavor, teeter-dance, aromatherapy, bullet-seed, bounce, covet, magical-leaf, payback, fling, worry-seed, seed-bomb, energy-ball, zen-headbutt, leaf-storm, captivate, grass-knot, low-sweep, round, petal-blizzard, draining-kiss, grassy-terrain, play-rough, play-nice, confide, aromatic-mist, dazzling-gleam, grassy-glide, triple-axel, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,"{'hp': 52, 'attack': 40, 'defense': 48, 'special-attack': 40, 'special-defense': 48, 'speed': 62}"
